pred,label
1372,62
896,271
13,143
115,236
78,44
0,10
56,143
952,121
896,269
892,108
229,151
850,300
288,12
145,143
6,143
4,40
950,73
13,143
771,56
1138,98
56,143
896,142
42,113
444,328
893,130
115,218
668,194
1349,143
200,8
145,143
926,104
178,8
141,127
663,175
178,143
13,143
1107,230
1364,226
11,105
36,187
1321,365
1364,147
868,71
811,159
111,147
1028,36
71,208
13,132
146,182
56,143
145,10
13,190
180,268
6,182
1349,30
13,143
200,143
1028,328
1004,27
973,143
200,143
111,145
1324,163
186,236
380,284
145,143
111,108
53,55
78,124
985,2
892,2
892,2
97,354
13,143
820,65
643,287
56,190
1004,223
1364,210
441,22
663,149
157,26
73,328
951,26
490,49
56,143
56,158
145,143
232,135
145,41
896,6
896,149
45,333
56,143
111,145
663,163
840,390
145,106
13,143
1349,35
1108,302
374,235
305,181
1377,117
56,143
71,53
13,143
568,35
73,210
374,18
178,143
924,237
1377,117
952,40
13,143
190,120
1341,12
145,22
180,177
1172,7
73,38
791,231
850,133
793,13
1321,207
1324,136
1372,71
992,136
771,56
56,8
184,210
1192,243
42,221
146,106
840,69
41,120
794,98
32,39
178,40
643,384
72,393
145,8
896,224
474,275
167,127
893,169
794,107
8,199
56,143
56,143
216,166
11,208
145,8
200,182
783,55
146,151
950,61
995,298
57,177
56,143
159,210
1377,55
952,7
42,119
1321,47
200,143
288,151
850,133
180,176
145,132
56,143
13,143
216,154
13,143
850,159
229,142
1372,190
568,104
6,8
178,132
561,209
111,2
200,143
1106,303
56,143
1372,223
56,158
181,127
57,180
13,143
178,8
976,223
146,12
56,158
892,2
56,8
47,57
1364,377
926,35
288,106
141,210
18,62
288,98
1111,310
896,148
184,125
892,2
976,62
56,8
178,8
1352,44
56,158
1375,71
288,12
239,85
178,143
1108,303
970,12
111,151
443,200
232,168
56,143
178,40
1349,30
145,7
146,143
146,42
180,121
1365,321
892,107
1119,228
13,7
13,182
180,365
896,161
45,333
569,47
56,143
75,53
444,56
1138,224
111,108
13,132
157,202
145,143
1371,73
851,22
178,143
893,161
288,3
178,106
13,230
663,106
178,41
961,13
146,287
985,11
146,143
858,210
111,182
793,117
178,143
1371,13
178,40
288,384
568,14
13,143
239,303
896,142
434,16
434,16
178,41
952,26
434,236
643,7
444,328
1375,36
1372,171
794,29
850,28
444,125
13,143
663,136
200,182
4,2
1372,171
444,74
267,278
13,143
62,102
178,135
157,61
239,21
811,334
288,145
180,27
1377,13
892,147
178,143
783,199
1138,224
1337,196
858,25
950,14
56,158
1108,301
469,175
874,56
256,249
262,194
73,25
896,224
200,190
1172,46
200,151
180,210
4,208
1106,373
924,237
200,143
973,22
973,8
111,22
56,143
181,127
200,158
892,12
1108,133
146,143
896,6
374,209
178,158
794,232
111,107
569,142
178,8
1377,61
874,202
643,147
48,243
771,176
976,64
569,26
1324,135
950,223
145,132
926,13
892,2
13,132
474,102
178,40
1112,303
36,120
202,38
239,299
178,143
892,151
1108,130
56,190
229,3
111,151
13,143
56,143
1271,320
200,143
256,276
56,143
111,147
229,384
794,132
13,143
1364,110
868,62
809,333
927,378
973,143
850,295
377,74
38,129
200,143
568,13
167,22
229,29
178,40
976,202
271,251
200,143
973,143
1106,83
927,378
56,41
56,143
377,38
82,177
288,3
820,135
180,328
56,151
56,143
111,108
490,287
489,269
146,8
444,328
56,143
56,8
229,98
111,151
229,269
950,73
71,115
184,36
489,169
1105,131
111,108
1111,78
1324,136
1108,302
184,176
896,224
56,143
1352,46
219,136
56,132
1349,30
1105,355
892,107
851,22
180,121
216,152
13,147
1111,319
1242,166
874,22
71,196
282,34
1105,355
146,182
643,3
11,187
568,223
56,158
200,143
951,118
444,56
178,143
27,202
145,2
771,223
42,113
793,127
723,292
1108,143
77,278
850,96
18,202
71,194
952,48
111,190
1377,61
444,176
146,147
568,7
1138,151
992,130
6,158
46,223
976,62
1352,16
71,123
441,269
643,12
13,143
1192,105
239,85
146,143
561,209
111,18
146,151
288,8
868,61
1335,207
157,223
178,8
927,71
973,130
896,6
1192,244
951,202
793,200
111,145
186,220
950,170
13,143
1176,231
200,8
441,107
6,132
178,132
288,29
642,10
489,148
146,190
13,143
663,163
1377,61
668,278
0,226
1304,260
157,117
13,143
216,152
56,190
1335,64
951,117
434,32
56,8
146,151
16,59
850,319
288,98
1375,16
791,299
56,143
791,362
811,7
56,8
13,143
18,125
850,9
1119,373
229,49
75,278
13,143
961,60
145,143
561,177
288,3
1372,171
794,148
181,200
48,208
178,8
56,143
1080,48
232,383
1375,210
178,40
377,25
896,6
893,143
13,143
13,143
961,13
1271,168
200,143
13,143
288,98
799,12
15,363
1323,292
928,129
146,8
892,232
6,143
0,221
950,14
36,207
13,143
1112,302
892,107
56,8
569,180
840,69
178,132
840,368
184,12
13,143
56,182
892,107
288,12
1375,176
178,8
276,335
896,133
896,6
229,3
288,29
71,170
553,225
896,151
76,128
111,147
56,158
1172,220
200,143
111,143
896,224
821,258
377,25
647,16
1337,219
1106,383
288,235
77,18
1172,211
642,113
36,116
56,41
950,60
1172,46
13,143
178,7
146,143
663,149
952,118
178,81
157,60
896,169
56,8
56,143
145,132
794,107
184,210
288,287
13,8
643,107
146,8
229,384
663,149
892,232
441,148
56,143
470,270
1106,4
1105,1
1336,256
1106,151
145,41
124,263
444,210
216,152
202,176
229,3
1028,38
489,224
111,145
663,163
568,13
973,22
973,74
111,2
146,145
1337,186
663,175
56,8
892,147
180,223
111,143
568,8
1375,36
56,41
145,8
4,41
13,158
0,12
78,250
157,223
146,182
36,64
374,122
157,223
88,376
88,299
950,73
111,151
32,192
1372,143
18,214
308,22
145,143
141,127
181,7
1105,138
146,143
145,8
1112,4
111,81
82,123
1112,362
219,373
146,269
892,145
952,60
157,104
73,230
13,143
56,143
489,168
443,269
1372,60
56,143
1349,143
526,40
56,8
200,143
1371,117
690,53
896,142
13,143
200,147
892,98
1138,169
952,2
146,143
892,2
896,148
1321,209
146,151
820,231
643,143
1352,129
896,161
157,14
374,47
914,293
1377,13
785,111
952,223
56,8
178,143
1004,105
36,249
441,11
13,132
111,108
1112,153
111,108
791,162
229,12
56,143
13,158
926,61
145,158
56,8
178,41
13,143
229,12
976,35
36,207
200,130
200,143
490,138
1371,171
146,182
56,158
159,209
6,143
239,133
455,170
146,182
178,7
200,143
892,107
42,16
1324,303
892,2
157,60
1105,175
985,151
1375,176
1187,276
1375,74
850,154
145,8
111,232
631,111
271,398
13,143
200,12
950,171
0,221
1283,22
71,115
180,121
568,14
569,210
1192,110
13,158
952,118
200,143
973,143
180,74
858,210
1342,87
146,182
820,148
952,60
663,355
441,135
56,143
1341,22
164,129
928,180
952,35
896,269
892,232
663,147
178,40
200,190
1321,214
1138,269
444,125
377,14
1377,60
288,12
925,7
443,30
973,22
56,143
288,175
145,132
200,143
1242,138
1365,263
926,22
925,171
0,220
892,107
56,106
490,98
56,143
146,182
56,190
229,12
976,125
1111,376
146,182
950,104
793,14
57,38
1371,104
232,383
180,48
892,207
771,56
893,355
113,34
76,277
892,151
80,116
553,109
200,190
56,143
146,143
146,143
200,182
13,143
97,339
180,34
6,132
13,143
32,393
178,143
146,143
561,241
568,171
181,200
146,106
643,166
1138,142
794,190
893,131
288,287
377,74
1172,129
858,38
896,369
111,145
791,154
1155,45
13,143
985,223
146,190
78,116
157,14
1242,163
441,131
146,161
77,44
757,203
663,149
374,241
56,8
793,109
850,77
896,49
374,220
178,143
1105,175
892,2
308,210
113,178
1372,13
374,235
13,143
308,25
181,127
490,42
229,3
1107,188
1375,210
970,22
1112,301
892,232
178,132
18,38
56,143
794,29
13,158
973,12
145,40
811,140
1138,106
840,194
56,132
13,143
663,149
180,125
950,223
668,18
73,16
200,182
13,143
892,232
157,104
56,132
998,127
1372,73
13,190
0,214
200,143
229,29
928,203
124,284
489,148
642,39
896,224
681,285
569,214
371,195
145,41
874,121
4,40
927,12
157,62
1108,303
874,16
799,175
111,107
178,132
56,231
976,237
141,127
180,239
145,132
13,143
455,72
1371,13
489,223
79,100
145,40
13,7
69,180
444,74
178,148
850,376
892,143
71,115
178,8
926,127
73,235
56,40
19,278
50,262
952,62
816,222
56,8
419,43
927,216
793,27
56,143
642,47
794,130
239,135
377,36
1108,83
78,212
976,26
200,143
950,73
643,143
374,226
952,106
973,34
926,60
111,182
56,143
56,143
288,49
77,103
71,53
489,161
56,143
1377,61
146,143
145,143
1375,36
200,143
159,106
13,143
288,29
1119,133
799,106
229,98
643,224
896,169
80,124
184,176
892,232
19,208
349,393
276,152
56,143
973,27
200,143
262,27
45,378
896,169
1349,1
178,143
111,232
1108,83
56,41
56,8
569,241
141,127
723,256
794,108
1105,152
892,2
111,369
288,384
811,334
13,143
124,12
111,147
1375,125
1187,105
1375,38
13,143
970,30
200,143
56,190
306,371
184,210
124,286
200,190
13,143
200,143
13,143
1352,46
56,106
1004,221
1112,303
229,106
1112,302
1167,279
146,190
950,104
157,223
56,143
1138,224
526,106
1337,219
1341,132
568,61
771,328
200,34
892,147
15,21
896,175
1372,13
315,268
926,117
229,287
167,19
973,12
56,143
13,143
892,2
951,129
200,12
178,143
794,232
928,209
13,158
200,143
892,107
892,108
568,104
157,104
111,151
1108,15
892,232
663,142
373,279
18,26
56,143
20,190
146,143
111,143
184,210
46,72
56,143
4,7
1335,187
794,232
200,151
157,26
851,133
159,190
643,152
892,232
56,143
429,277
896,148
1111,71
13,143
318,342
63,98
180,74
11,243
809,110
56,143
146,18
200,147
1036,140
973,22
793,200
47,173
976,229
643,12
1306,216
1025,380
1365,284
200,182
42,18
1293,320
1105,369
4,182
56,143
489,287
643,384
892,169
219,133
13,190
4,41
6,158
1372,60
13,143
1375,176
1106,233
71,115
793,14
820,301
892,2
308,190
771,56
47,276
1324,152
0,129
896,161
111,147
56,143
1324,130
13,143
13,151
892,2
1103,391
892,151
13,7
157,223
1172,214
441,148
663,355
1105,106
896,98
223,324
952,223
145,8
489,124
178,7
925,223
88,88
1138,142
952,62
985,232
896,161
950,171
305,23
950,22
13,143
926,13
893,149
146,148
892,2
924,223
164,193
200,143
896,142
200,143
256,212
1371,35
927,236
1372,35
146,108
56,143
647,19
146,143
200,143
180,237
663,152
288,287
973,40
1375,328
146,147
225,382
288,161
1375,210
56,8
973,143
146,8
489,11
157,62
926,107
601,284
6,143
926,13
1377,35
896,49
178,323
200,143
845,12
926,13
146,143
663,166
771,56
985,230
276,161
178,143
896,130
56,41
911,278
377,328
13,143
56,130
229,287
178,130
219,152
232,175
145,143
1372,200
850,82
200,151
663,273
178,7
791,299
200,143
200,143
200,143
973,7
1335,377
13,143
1375,125
56,132
643,269
200,182
56,132
0,143
36,124
18,202
56,143
6,143
141,26
926,13
794,145
985,145
13,143
1375,176
973,71
181,200
1107,91
178,7
267,192
200,232
4,40
288,287
1107,366
1364,110
951,202
428,6
1321,64
200,8
19,276
893,12
1083,396
229,98
489,49
13,143
146,182
896,49
219,175
13,143
1371,73
892,148
111,2
1138,224
892,135
145,143
1372,223
56,143
874,125
850,143
146,132
490,11
896,49
186,113
77,194
874,56
896,6
667,57
868,11
951,202
1106,135
200,182
707,234
489,148
799,19
308,129
18,202
146,143
276,149
219,107
200,190
178,143
892,2
4,7
1172,229
642,218
526,143
146,151
858,328
56,143
178,40
13,143
985,107
840,69
926,35
13,8
850,127
952,202
159,200
232,138
111,108
757,213
13,143
221,322
893,131
111,145
56,158
1375,64
892,151
56,190
184,129
146,22
952,223
73,38
50,95
1138,161
371,90
75,53
0,46
455,114
13,132
13,143
896,224
56,158
13,143
771,223
896,148
1105,138
663,163
643,256
111,145
1192,250
56,143
976,26
13,143
56,143
489,271
896,142
874,93
794,98
13,132
896,224
1372,171
1375,74
178,158
1040,109
13,143
799,355
924,118
178,6
167,30
145,182
1138,131
13,143
180,71
178,8
1372,237
771,104
1375,38
952,62
56,143
663,149
56,143
1106,373
178,143
13,143
200,143
1349,30
56,41
18,121
180,56
1004,119
377,38
80,12
568,73
793,200
1306,27
178,64
56,143
489,231
219,106
4,143
771,223
374,180
951,237
914,275
111,143
13,143
681,217
13,143
1107,319
490,148
146,143
288,287
202,235
202,241
111,147
61,265
1377,61
178,143
56,143
6,8
791,302
952,12
1112,4
1352,218
56,143
184,125
145,8
178,143
13,143
18,129
896,49
4,40
444,125
19,236
642,105
896,169
200,143
271,6
178,7
145,22
145,40
145,132
75,18
13,8
13,143
57,235
229,98
4,40
663,175
1028,16
145,143
288,287
56,143
377,25
643,271
288,287
794,3
111,8
111,12
985,98
1375,210
926,73
276,166
1103,325
374,209
793,61
328,273
1112,303
76,48
874,328
146,182
1105,355
219,269
791,362
13,143
56,143
455,196
145,81
18,26
146,143
32,185
13,143
892,151
288,12
4,143
229,143
111,107
145,143
851,22
1004,111
6,143
1349,12
178,106
928,220
180,25
221,188
840,212
1324,130
141,61
229,287
441,136
1105,163
56,143
288,384
111,190
181,127
56,8
178,177
1028,176
146,147
200,143
56,143
1352,218
374,47
56,8
896,169
36,250
157,61
186,333
13,143
840,69
4,143
1335,378
896,169
78,368
6,190
1172,229
1375,210
6,132
896,161
1107,15
1306,116
56,143
178,7
926,117
13,143
200,143
216,152
1138,169
924,127
444,125
36,26
145,143
811,334
723,173
335,97
256,276
13,143
13,143
13,148
1172,214
288,98
200,143
1377,200
200,143
973,200
13,182
1321,47
188,185
328,106
216,12
56,22
111,145
111,143
840,193
288,3
1105,136
111,108
1377,61
200,143
893,130
794,231
1028,176
647,220
952,73
896,94
920,128
896,131
56,143
75,120
262,103
4,40
56,190
441,161
1192,207
69,211
71,53
145,7
16,273
6,130
216,163
146,143
288,3
111,145
52,276
45,211
1106,15
976,118
178,7
1172,209
13,143
190,14
568,61
111,143
56,41
167,30
927,236
851,200
13,143
111,16
56,190
643,142
74,284
13,143
1349,22
82,333
925,104
288,12
791,231
1341,22
111,143
13,143
643,151
159,127
200,8
146,143
47,256
200,143
13,143
374,177
1112,382
113,310
167,30
167,12
1366,81
180,202
13,143
145,8
111,147
180,26
4,143
952,62
914,388
874,62
568,171
892,232
305,23
18,62
1108,130
145,8
200,132
178,41
893,131
13,7
157,237
1108,383
896,6
13,143
6,143
1108,168
229,287
146,8
569,235
888,267
1112,175
13,143
1324,355
13,143
145,143
1321,46
896,106
1372,223
896,161
111,108
893,268
952,223
1108,362
663,152
896,224
1337,12
181,200
146,8
647,129
896,106
56,143
56,158
1349,30
793,12
56,158
181,200
893,131
924,237
178,8
893,19
925,73
229,98
952,35
56,151
489,271
926,283
13,143
1372,104
88,151
1172,74
200,151
896,271
288,287
1324,168
200,158
893,131
1372,64
663,152
146,143
1372,13
950,14
181,127
178,143
927,110
952,118
178,143
1352,214
146,151
56,8
516,373
56,143
4,220
441,11
896,148
1187,278
200,143
18,121
13,143
13,8
377,127
663,106
145,143
288,224
1112,154
1372,118
793,127
56,143
950,10
178,8
288,169
1377,40
118,115
924,26
111,151
184,56
927,105
13,148
647,220
111,143
288,3
202,235
443,12
1192,377
6,132
184,328
1375,37
180,56
13,132
1139,322
1111,77
1352,113
924,26
13,143
455,270
200,143
83,292
146,108
200,143
200,182
489,230
561,365
73,230
56,143
490,151
306,25
146,182
13,143
229,12
13,143
229,232
178,41
56,143
145,143
200,182
180,118
892,145
663,223
489,6
1105,138
950,73
1028,210
145,8
892,107
927,119
69,170
13,158
97,361
178,143
56,143
1107,272
145,143
167,12
1187,170
1105,163
56,8
56,143
1126,298
11,119
489,148
13,143
985,232
1105,149
141,19
145,143
111,145
1372,35
145,132
63,143
643,369
200,143
186,110
928,214
229,29
200,143
200,143
56,41
845,207
146,151
57,365
1105,106
56,143
56,40
306,25
1105,131
200,12
83,173
6,143
642,122
267,203
13,190
167,203
791,133
135,135
647,226
111,107
927,218
1139,310
811,159
998,200
892,107
18,40
288,98
157,14
441,131
1004,368
793,200
146,108
288,287
663,166
188,293
229,287
1106,15
1011,83
200,143
799,166
184,125
38,69
71,276
145,8
794,143
19,72
893,106
178,7
145,8
1138,224
145,143
111,145
56,132
793,390
111,2
178,7
1103,325
771,36
82,177
794,12
146,8
145,8
69,74
145,143
1365,280
200,190
56,7
13,158
78,44
288,98
820,231
794,148
976,26
56,143
1138,22
1112,4
184,230
0,46
0,266
794,136
288,107
6,8
1138,271
490,278
858,74
441,131
1335,106
893,149
111,151
374,365
45,113
1106,12
896,159
1375,121
13,143
1375,328
63,111
1111,34
13,143
952,61
113,77
146,151
114,192
1105,163
443,127
1335,187
1375,74
892,143
924,62
200,182
751,353
1108,168
1371,104
56,143
455,192
1084,338
56,8
288,384
441,131
145,143
145,143
178,143
569,180
288,287
69,365
111,369
858,143
845,69
1302,12
489,107
1105,136
229,287
111,7
1336,278
1377,61
1364,7
56,143
141,74
232,130
926,127
111,42
1377,61
13,143
178,108
976,237
146,190
896,384
1321,221
56,143
443,127
82,32
1349,71
11,244
896,161
892,2
928,16
950,143
200,151
45,214
811,376
794,12
229,2
41,72
145,151
111,232
643,233
927,124
1372,223
178,8
1112,4
794,30
4,143
18,121
232,300
82,209
811,9
11,207
111,190
850,28
443,22
146,182
1321,122
13,143
216,19
167,30
851,22
850,154
811,106
111,151
1372,13
1106,133
73,209
200,143
56,143
455,272
178,40
892,147
1321,209
164,368
157,171
489,269
377,25
896,142
892,269
180,208
13,143
455,115
927,105
791,83
950,223
57,218
1349,22
13,143
690,177
952,237
1138,142
1372,104
200,143
219,130
1139,354
1111,334
200,151
53,95
1364,44
794,26
6,190
200,147
1352,12
643,12
145,143
53,57
961,223
239,4
793,200
75,115
377,106
490,287
13,8
200,143
631,122
568,117
1111,334
1028,7
13,143
374,16
73,38
56,143
0,365
1138,142
1192,27
57,229
643,3
771,36
56,41
380,298
57,47
851,30
642,55
146,182
1371,104
13,143
113,322
145,143
647,297
306,61
892,2
896,271
219,136
374,47
56,143
143,286
276,135
200,132
62,185
13,12
111,98
794,29
56,132
111,108
184,125
973,143
1105,106
56,41
186,105
1242,138
1028,36
1377,61
791,135
892,107
950,117
643,3
793,127
896,271
111,151
892,369
799,138
111,143
145,143
219,130
111,147
892,145
347,219
288,3
288,287
1105,2
892,375
896,169
13,143
186,129
794,232
56,190
1025,7
181,200
232,258
18,129
1107,338
200,143
178,40
927,378
219,138
892,145
200,8
992,354
157,26
178,143
858,45
56,8
200,143
771,125
858,176
820,82
642,111
42,119
927,55
809,122
992,338
851,30
951,171
985,151
6,143
146,18
146,182
1324,136
145,143
13,40
229,29
490,107
663,149
1028,34
56,40
82,26
1335,26
13,143
950,73
111,182
145,132
200,158
184,36
13,143
925,223
42,221
896,271
56,143
1106,133
13,143
145,132
13,143
13,143
56,143
45,378
970,27
851,30
180,125
56,143
13,143
896,6
569,241
71,93
668,278
926,104
72,61
794,107
56,143
135,131
276,152
13,143
794,107
896,224
952,35
13,158
4,19
36,44
200,143
145,177
892,107
167,30
111,182
851,14
145,220
1306,69
973,143
71,124
973,22
181,127
6,158
516,71
4,7
145,143
771,121
1306,212
73,328
46,390
184,14
858,74
1364,377
186,64
111,145
1372,60
186,105
178,7
911,196
229,287
568,104
1126,234
63,40
229,29
11,22
976,62
200,143
851,41
892,27
56,158
1352,229
157,73
771,176
111,147
56,143
56,190
1377,117
45,122
1138,384
950,73
868,61
111,269
1126,242
56,8
13,143
13,143
444,328
13,143
1372,14
13,106
157,60
200,143
490,41
973,22
1372,223
256,18
874,73
1192,243
973,143
663,161
1371,117
6,143
56,143
181,200
159,200
928,211
926,117
13,143
799,106
850,319
489,6
13,143
444,125
925,117
874,60
13,143
78,110
18,56
178,41
288,106
145,8
1108,319
1138,271
896,384
1321,10
1352,211
771,77
111,147
167,30
13,143
851,22
794,6
926,13
1108,85
164,187
13,143
1375,125
56,143
111,143
56,143
820,133
811,334
229,151
373,39
643,49
643,269
111,147
13,143
1321,365
308,45
924,230
985,107
1372,35
288,98
181,207
791,82
896,106
973,12
48,123
892,108
4,22
1138,3
229,42
1138,269
115,119
893,269
63,22
892,232
181,200
1119,361
568,35
141,200
200,182
288,12
926,117
1106,303
892,143
145,130
911,363
200,108
429,342
232,135
811,21
952,127
229,98
952,26
288,151
71,124
377,38
441,169
1105,175
1371,223
200,143
114,276
1371,13
276,131
200,182
306,180
569,124
13,143
892,29
441,6
794,287
663,383
569,235
178,143
145,143
643,12
178,158
969,160
56,190
1372,73
1324,138
229,147
200,158
145,132
896,6
200,182
145,132
111,108
56,231
229,29
914,239
928,46
200,182
892,2
952,171
178,143
56,143
56,143
951,60
771,73
200,143
276,287
892,107
13,7
200,182
896,49
892,143
663,151
793,61
63,30
1377,73
73,45
490,369
794,29
56,143
56,143
141,200
13,143
896,224
178,143
441,19
911,216
973,48
13,8
157,202
794,271
896,224
791,133
181,200
200,143
164,368
820,133
4,22
262,103
811,130
950,62
973,190
145,8
145,127
62,18
892,107
1138,161
973,7
951,223
178,22
184,55
973,30
489,49
1306,69
45,122
20,17
76,392
1349,30
288,98
896,142
56,8
200,143
1187,115
1112,302
13,143
434,32
56,143
1074,159
13,143
380,326
41,276
490,29
1372,26
992,143
893,1
820,85
6,143
0,214
850,28
1039,219
20,215
159,200
56,158
1028,7
88,81
969,150
56,143
927,214
1321,129
181,7
69,266
232,130
200,158
374,209
200,131
63,22
892,145
270,214
239,233
926,2
1138,148
20,77
952,62
1306,27
200,143
56,143
892,2
561,177
276,152
0,378
950,171
952,60
56,8
111,147
794,230
178,143
111,107
1371,73
1192,225
288,148
73,241
42,143
441,169
1083,358
111,108
13,143
647,210
1337,393
200,143
79,203
1242,175
892,151
25,324
145,143
232,383
56,143
1112,136
13,143
791,133
685,342
184,223
145,151
145,106
157,35
180,125
793,200
229,190
56,132
288,98
56,8
69,32
794,107
88,294
36,187
809,236
1324,148
180,62
1112,162
13,143
178,40
820,362
926,73
45,113
69,143
13,8
13,143
1377,73
288,12
911,196
56,143
111,108
56,143
200,143
188,230
178,41
926,61
13,143
146,143
1352,113
56,132
4,143
216,149
200,22
56,143
239,362
288,287
56,158
6,12
56,143
181,7
180,125
145,143
970,22
283,204
146,182
178,40
1375,171
56,143
88,106
69,47
200,41
145,41
489,161
643,224
13,143
647,47
288,269
71,123
896,271
794,151
1324,136
874,125
56,143
1108,130
56,143
441,131
1103,172
857,293
97,133
13,143
200,292
200,190
13,107
647,209
794,29
951,62
200,143
157,118
858,266
200,143
63,12
56,158
1349,133
111,140
1187,276
667,240
56,8
69,365
647,177
794,12
850,178
976,223
71,243
760,284
0,333
146,151
441,169
146,127
111,8
239,141
771,121
200,143
1187,243
232,355
444,26
771,56
56,132
569,221
200,143
896,142
146,143
1138,106
1105,106
794,2
896,12
568,73
181,127
146,106
184,176
434,177
1321,209
896,49
288,98
56,143
896,269
1324,168
13,182
377,25
111,232
883,222
952,182
13,143
56,7
184,56
13,143
145,143
111,8
13,143
1138,3
56,143
145,147
1372,177
200,143
13,143
926,117
1372,60
113,322
1321,46
643,287
159,71
1130,256
892,232
970,30
141,223
239,362
45,10
924,26
232,301
553,55
229,107
892,106
1039,109
1107,188
489,269
820,133
970,22
951,223
6,143
516,71
892,6
56,143
1028,210
951,26
4,143
221,75
1372,40
845,46
926,60
4,7
950,60
1106,153
262,249
896,6
167,368
308,61
200,143
186,378
111,108
200,190
874,26
145,40
13,190
1377,19
6,182
229,98
16,1
850,85
200,232
1349,143
56,143
13,151
1364,105
229,1
647,46
288,384
1364,225
157,223
850,133
851,369
111,151
1138,384
1364,147
288,384
145,143
1105,175
13,22
1375,38
229,287
200,7
490,98
178,7
1321,214
569,365
811,96
111,151
181,14
1377,73
216,152
61,57
892,151
896,49
146,143
1372,223
1039,219
146,182
952,104
858,12
1364,250
927,225
200,143
111,107
36,110
1108,136
216,149
239,362
434,207
883,215
950,60
1352,333
820,65
288,98
1375,328
145,8
1097,241
56,8
141,61
799,175
1112,82
200,151
449,39
115,333
896,6
167,71
82,32
146,143
1105,149
56,143
892,232
1105,163
308,235
642,10
146,220
950,73
490,29
56,143
642,122
893,131
466,144
489,271
56,8
643,224
851,22
1372,13
896,271
56,143
1112,153
643,12
180,56
200,147
178,40
56,130
1375,56
892,2
180,121
1306,69
1324,149
13,182
985,151
145,190
56,143
1375,237
647,32
850,302
1172,220
950,13
186,220
643,142
13,143
306,37
927,119
200,7
1103,25
568,223
13,132
56,158
561,241
13,143
56,158
306,212
1105,175
569,180
13,190
13,8
892,107
164,225
1119,373
78,103
901,262
32,276
288,287
896,6
489,269
809,10
926,13
1324,138
276,161
75,278
950,143
976,62
631,110
157,104
1335,105
6,143
