pred,label
253,384
253,143
253,143
8,13
8,26
271,147
253,214
253,28
8,188
253,143
253,299
253,166
223,120
107,118
8,125
253,232
253,143
8,38
253,14
8,223
253,136
153,210
253,132
253,229
253,80
253,253
8,373
147,44
253,253
8,117
253,77
8,253
8,5
253,170
253,200
253,143
253,210
253,12
253,140
253,25
253,143
8,223
153,30
8,7
253,8
253,253
8,223
8,147
253,127
253,143
253,56
253,143
253,35
147,104
107,2
223,131
253,299
253,130
253,143
253,143
8,41
271,130
8,269
253,7
8,376
253,384
8,8
271,158
253,224
253,11
147,80
107,137
253,108
253,176
253,26
253,202
253,143
253,158
8,6
8,9
8,250
253,143
253,284
8,103
253,41
253,194
253,224
253,158
8,194
71,73
253,143
253,224
8,41
253,273
253,143
8,112
253,229
8,118
253,322
253,30
253,384
8,7
147,9
253,12
253,127
223,107
8,40
253,23
118,70
107,5
253,278
253,168
8,66
253,209
32,117
253,143
253,41
253,143
107,41
8,173
147,271
253,319
253,299
8,178
253,276
253,158
253,143
8,147
253,163
8,148
147,175
8,29
253,143
253,190
8,8
253,8
253,127
253,171
253,143
153,226
253,180
8,373
36,73
253,136
253,107
107,256
253,143
8,100
253,223
253,148
75,61
253,158
8,7
8,108
253,143
253,129
8,70
253,172
8,223
8,382
271,151
153,22
147,167
190,114
6,180
8,8
253,143
8,163
60,73
253,10
253,43
253,244
253,273
8,41
253,202
8,102
253,143
147,271
253,266
108,149
253,143
8,285
147,106
107,117
253,223
253,223
253,152
253,190
253,143
8,293
8,253
8,290
8,30
253,143
271,200
8,168
107,253
8,82
253,7
253,11
253,80
253,249
253,23
253,299
8,108
253,143
253,143
253,98
8,45
253,143
253,269
253,41
253,143
8,41
107,42
73,61
253,147
253,143
253,143
253,253
253,319
253,2
253,253
8,107
253,236
8,41
253,231
253,26
253,180
41,117
253,8
147,270
253,384
8,226
8,354
253,119
8,110
253,104
253,246
190,182
253,151
253,253
253,148
253,143
253,143
253,30
253,143
8,106
253,299
253,143
147,175
253,8
8,8
253,143
271,299
32,61
253,142
147,24
71,69
190,203
8,41
271,214
253,147
8,278
237,41
253,7
253,143
153,22
253,98
253,151
253,143
8,7
190,61
153,216
253,147
8,35
271,14
8,278
253,239
8,116
253,12
8,40
253,16
253,143
253,241
253,149
32,121
8,18
153,210
61,103
253,171
8,369
253,35
107,2
8,246
253,12
8,284
253,158
147,182
8,220
253,143
8,299
253,158
253,203
61,73
8,131
253,108
8,8
253,143
8,64
253,269
253,200
253,14
253,143
253,41
253,12
8,223
253,143
253,143
253,323
8,8
253,269
253,44
253,143
271,200
253,18
253,106
253,269
253,143
8,121
71,8
253,143
8,182
253,143
253,26
253,12
253,207
253,30
253,143
253,141
253,177
8,22
253,384
253,143
253,143
8,223
75,71
253,200
147,28
223,101
253,143
253,143
253,166
253,143
253,249
253,143
253,143
253,241
8,242
147,384
8,22
8,140
253,14
190,190
253,102
147,299
253,130
107,64
253,143
253,26
253,143
253,143
8,299
253,143
8,41
253,143
253,8
253,143
8,98
190,105
8,81
147,142
8,38
153,179
8,143
8,378
253,143
253,151
253,128
8,41
253,143
253,143
107,105
147,143
253,151
8,145
8,170
8,7
223,77
253,271
253,143
253,223
253,10
8,209
253,103
253,376
253,41
253,49
118,107
190,74
8,8
253,253
147,143
8,12
253,226
253,22
223,7
271,299
107,22
253,31
107,44
253,368
253,121
253,151
36,73
253,143
253,12
253,149
253,143
253,143
8,147
8,42
253,143
271,212
253,128
253,143
253,143
253,143
253,65
8,121
253,153
253,29
253,210
8,8
253,236
253,143
8,190
253,226
8,292
147,170
147,214
190,56
253,251
153,171
41,2
107,107
8,236
8,169
253,368
8,118
7,365
8,190
8,18
223,200
61,60
147,177
253,127
253,143
253,80
253,143
253,143
253,237
253,194
8,5
253,153
253,7
8,38
253,299
271,110
253,139
253,143
190,41
253,143
253,224
153,18
253,143
253,36
271,182
75,70
8,241
8,6
8,7
61,107
253,237
253,38
253,102
253,244
8,223
271,10
32,60
253,202
253,131
8,224
253,3
190,121
71,71
8,276
8,125
253,143
153,132
8,253
253,158
253,143
253,232
147,163
253,32
271,200
253,143
253,210
253,384
8,22
8,107
253,143
253,8
202,61
253,140
190,115
8,4
253,142
253,8
253,2
253,298
190,190
253,160
253,194
153,30
107,93
253,143
8,175
253,104
8,22
253,244
61,41
253,80
271,202
8,293
107,129
253,143
253,299
253,149
253,125
253,14
253,143
8,216
253,190
8,22
253,224
253,143
253,8
253,224
253,253
253,232
253,118
8,392
253,300
8,145
253,368
253,158
253,2
253,143
253,118
8,147
253,81
8,143
253,253
153,333
8,143
8,147
253,147
223,273
253,45
8,241
253,143
253,14
253,182
253,211
253,107
253,49
253,143
253,143
253,293
253,18
253,223
8,154
8,108
253,310
253,16
253,393
253,290
253,171
253,22
8,29
8,138
253,49
8,287
253,187
8,256
253,108
271,182
253,143
253,104
253,253
6,264
8,269
253,161
147,151
271,121
253,143
8,7
253,111
153,315
253,328
253,35
253,130
107,125
253,253
253,177
253,161
253,231
8,83
6,355
19,74
223,214
253,12
253,7
253,214
2,30
8,178
253,202
8,130
253,167
253,143
253,121
253,108
8,190
8,7
8,253
8,284
253,218
8,15
8,106
253,299
8,60
8,143
8,145
8,3
253,350
36,61
8,117
253,98
253,143
253,276
253,200
253,162
253,29
8,107
253,149
8,2
202,73
71,124
253,143
8,125
253,145
253,143
253,232
253,36
253,299
190,41
107,129
8,35
8,143
253,143
253,143
253,153
8,7
61,125
253,98
8,128
253,127
253,143
8,107
8,131
8,137
253,145
190,258
83,70
8,148
8,42
8,110
253,143
190,118
253,143
10,163
253,143
253,299
253,22
8,109
253,108
8,276
253,41
8,287
8,8
253,220
78,73
8,12
271,303
190,73
253,143
253,147
253,143
8,147
118,118
253,269
8,8
8,200
8,62
2,143
253,38
253,35
253,143
253,102
8,244
253,12
253,235
8,140
8,272
271,49
8,7
8,223
253,147
253,21
253,245
253,143
147,181
253,290
253,384
253,158
8,106
253,143
253,131
253,151
8,17
253,7
32,125
202,73
153,210
253,145
8,34
147,151
107,299
253,40
253,175
8,32
107,242
8,241
253,143
253,143
253,133
253,299
253,166
8,28
8,6
253,142
253,143
8,271
253,64
253,153
107,237
253,143
253,182
253,100
71,110
253,143
271,80
8,8
253,148
7,80
253,125
253,296
8,40
253,143
253,143
253,14
8,133
8,41
253,143
253,158
8,15
253,143
8,140
253,143
61,13
8,223
8,8
8,98
8,27
223,218
8,74
107,105
36,74
253,143
223,143
147,143
107,271
253,2
153,210
253,226
253,29
253,10
253,149
8,26
253,22
253,41
253,143
253,394
253,7
8,56
8,18
8,34
41,118
253,230
253,143
8,373
253,253
8,182
253,143
253,200
253,158
8,127
8,30
8,60
8,98
253,229
253,35
8,8
253,143
8,190
253,143
253,22
8,175
190,104
8,115
147,202
190,116
253,143
253,186
32,60
253,7
8,127
253,143
8,275
190,117
253,147
253,143
8,147
253,195
6,80
32,128
253,143
8,192
36,61
271,16
147,147
8,129
8,8
8,27
8,10
253,12
253,172
253,14
147,171
153,209
223,214
253,143
253,143
8,139
253,29
8,127
253,225
8,190
253,224
223,200
253,143
107,8
253,143
8,22
271,151
253,145
253,30
253,384
253,162
107,86
253,143
253,152
61,30
253,117
8,283
253,41
8,80
253,151
153,102
6,148
253,30
253,143
253,143
253,3
253,32
8,167
41,64
253,333
253,243
8,56
8,127
253,98
253,117
253,143
253,143
253,143
253,143
8,56
253,143
190,121
253,55
8,7
8,108
8,12
253,13
253,177
253,132
253,107
147,23
253,121
253,106
153,143
253,232
253,12
147,293
8,121
8,8
8,193
253,287
8,40
253,41
253,143
8,159
253,276
253,12
8,6
8,107
61,56
253,143
253,328
253,29
190,211
8,6
36,71
253,11
253,80
8,3
253,158
253,202
147,30
253,143
253,143
253,108
253,13
8,118
253,383
253,225
253,202
8,7
253,269
8,108
253,143
253,302
253,143
107,4
253,127
253,7
8,148
253,253
253,366
8,129
253,384
253,140
253,10
253,143
8,6
253,143
253,12
253,143
8,41
271,154
253,143
8,224
253,151
147,392
8,216
253,143
223,132
8,136
253,141
253,61
8,69
253,143
253,12
253,22
8,26
253,117
253,143
253,143
8,29
253,8
253,143
253,143
147,14
8,62
8,19
8,30
253,106
60,71
147,136
253,151
71,125
253,299
8,8
8,8
253,320
190,369
8,319
8,25
253,143
253,232
147,25
253,18
253,232
8,158
271,23
8,128
8,6
73,41
253,13
107,124
253,8
253,211
8,190
36,71
253,143
253,41
147,287
253,143
253,167
8,143
8,3
253,80
253,180
8,253
253,81
253,143
253,226
8,29
8,143
8,240
253,26
253,223
253,129
253,143
253,110
8,143
253,253
107,117
253,171
253,22
253,7
253,143
271,232
253,293
253,151
253,145
253,17
8,46
253,271
253,127
253,143
253,143
8,82
8,8
253,40
253,98
253,143
8,6
253,151
253,207
253,190
253,108
253,161
253,5
8,384
253,296
8,7
253,143
253,30
253,46
253,210
253,143
147,180
147,41
253,143
8,8
253,40
253,377
153,362
271,13
253,226
253,200
8,8
253,91
8,41
253,229
253,143
107,200
8,237
8,8
253,18
8,384
253,130
253,143
253,107
253,239
253,169
8,253
8,22
253,186
253,7
253,231
253,11
253,122
271,200
8,12
71,73
253,169
8,2
8,7
253,30
107,7
8,40
253,182
253,147
8,49
107,7
8,22
253,143
253,6
253,143
253,214
253,162
253,143
147,2
271,233
253,172
8,15
253,148
153,271
253,108
8,292
253,224
253,107
190,129
253,143
253,143
8,145
8,378
223,22
190,41
223,22
253,143
8,8
253,77
253,200
253,80
75,60
253,143
8,117
253,12
253,6
253,106
253,14
253,269
8,128
8,7
61,118
253,233
253,3
253,158
253,224
253,136
253,48
153,19
147,218
253,158
253,197
253,13
253,190
253,143
253,143
8,98
253,290
8,241
107,63
253,143
253,40
147,49
253,223
253,143
8,354
253,143
253,151
8,8
153,365
153,13
253,368
253,108
253,324
253,142
253,143
253,136
253,13
61,60
253,18
253,9
253,290
237,365
253,200
253,269
253,287
8,7
190,107
8,8
253,158
253,143
8,91
8,3
8,49
253,299
253,143
8,45
253,143
253,148
147,41
8,41
8,12
253,143
253,8
8,7
253,223
253,31
147,232
8,190
8,168
8,190
253,128
253,143
253,235
253,209
253,143
253,303
253,122
8,287
8,208
253,121
107,12
8,143
147,135
253,143
253,151
8,41
202,74
253,235
8,19
8,142
8,123
253,253
253,143
8,278
8,182
147,211
253,18
253,148
107,7
253,325
253,143
253,143
8,253
147,232
8,175
253,32
253,122
253,143
8,242
107,121
271,253
253,41
253,231
253,2
253,40
8,73
253,143
8,232
253,132
253,143
253,143
253,135
253,143
253,145
8,216
8,148
253,243
253,143
253,161
223,236
8,108
8,163
153,31
8,106
253,143
253,22
253,147
223,8
190,73
60,61
61,64
253,151
190,73
253,45
253,143
271,106
223,225
6,207
8,190
253,207
253,143
253,235
8,169
253,143
253,268
253,143
271,106
253,12
8,2
107,115
190,61
253,121
8,6
8,107
253,158
190,117
253,143
8,147
253,153
253,214
253,143
253,258
107,114
118,60
253,296
253,36
8,320
253,272
253,29
253,193
8,223
271,269
8,30
147,375
253,145
8,55
253,328
253,300
253,143
253,194
253,158
61,124
36,74
253,232
253,131
41,41
253,2
8,127
107,287
8,2
253,8
32,73
271,143
253,12
253,232
253,223
253,207
271,10
223,362
8,2
253,10
253,25
147,172
153,220
147,236
253,83
8,388
253,143
8,285
253,125
253,143
8,41
108,151
253,143
253,218
253,3
8,30
78,71
8,22
107,3
8,30
153,22
253,143
253,80
253,207
8,328
253,7
253,2
8,133
253,85
253,167
253,143
8,180
253,121
253,143
253,11
8,230
253,29
253,143
107,106
253,275
8,293
190,83
74,60
253,275
107,114
71,118
8,11
153,22
147,210
8,8
223,143
253,3
223,226
253,143
8,125
190,30
253,49
253,45
253,208
153,30
253,253
8,151
253,147
253,145
8,143
253,209
253,269
253,16
253,355
253,29
253,7
253,6
253,149
253,223
253,158
190,8
253,153
253,143
253,44
8,138
253,18
253,290
253,143
8,211
8,384
107,41
253,76
253,145
8,221
8,230
8,169
8,8
253,236
253,12
253,106
253,8
8,175
253,378
271,226
253,143
253,143
253,8
253,17
253,143
253,147
253,214
253,151
253,200
253,106
223,151
253,131
253,80
107,223
8,64
8,222
253,106
253,148
253,143
253,44
271,151
190,241
253,132
8,373
253,171
8,3
253,6
253,8
147,151
253,200
253,148
253,223
271,16
147,226
253,8
253,131
8,30
8,30
36,71
253,151
253,18
253,143
253,11
253,245
147,9
253,249
253,12
8,8
253,158
253,10
153,14
253,30
253,7
8,200
8,62
118,128
271,299
253,143
153,365
253,143
8,119
253,269
253,237
8,29
8,12
190,147
253,108
253,143
253,8
253,143
8,148
253,127
253,299
74,74
253,98
8,8
253,115
253,13
253,30
253,14
253,143
8,78
253,30
8,42
202,70
253,299
253,80
253,256
253,143
253,108
147,108
253,143
253,143
253,266
8,8
253,216
253,122
253,143
8,15
253,223
253,253
8,3
8,147
253,143
8,127
253,143
8,147
253,199
8,147
253,202
8,124
253,143
8,5
190,56
253,14
253,143
253,158
8,147
253,224
253,328
253,277
253,130
107,124
253,320
223,179
32,61
8,190
8,276
8,34
253,135
107,41
8,276
107,8
8,187
107,30
253,158
253,26
253,21
253,143
253,143
253,136
253,143
8,182
223,355
253,209
8,55
253,40
253,143
253,295
147,47
253,376
253,18
253,143
253,294
253,35
253,177
253,30
253,41
107,182
253,14
147,151
8,236
8,13
253,30
253,29
253,143
8,7
32,118
147,241
271,383
253,287
253,299
253,175
8,142
253,152
253,143
253,153
253,237
253,7
75,71
253,48
253,333
253,143
8,190
253,27
253,13
8,41
253,108
253,338
8,3
8,118
253,143
253,14
253,143
61,56
107,107
8,8
253,80
8,7
8,182
253,30
253,143
8,124
253,28
253,143
253,177
147,235
253,3
253,200
253,299
253,143
253,41
8,168
253,35
253,223
253,182
253,182
8,80
253,148
253,82
253,384
253,143
253,195
253,143
253,80
253,143
8,223
8,237
8,299
153,299
253,7
253,141
253,8
8,107
253,143
61,145
71,60
253,299
253,36
253,151
8,113
253,223
32,61
253,76
237,253
190,114
8,12
253,261
8,11
253,368
8,41
253,299
253,190
253,143
8,118
253,143
253,143
253,158
253,14
8,230
253,143
253,158
8,98
253,80
253,143
8,6
8,64
8,190
8,190
253,8
8,145
253,143
8,35
253,12
253,148
107,2
8,124
107,8
8,143
253,218
253,131
253,6
61,151
8,182
8,12
107,384
71,61
253,143
107,182
253,143
253,211
253,166
253,223
253,117
253,6
118,60
147,236
253,209
8,106
253,151
8,127
8,253
107,38
253,30
8,106
253,287
8,49
8,151
253,143
253,32
253,65
8,123
153,233
253,175
190,74
190,103
271,214
253,143
253,130
253,6
253,143
8,108
253,32
8,22
153,80
253,143
253,299
253,163
253,136
153,141
8,111
61,126
107,373
253,223
253,143
253,148
8,159
2,250
8,7
223,13
190,61
8,124
253,143
253,80
253,143
253,169
253,143
253,202
190,145
253,278
8,83
253,214
253,45
253,106
253,236
253,131
271,85
8,292
253,143
253,299
253,143
8,292
71,73
8,119
8,246
253,45
8,29
253,271
253,80
253,21
253,34
271,30
253,384
8,127
253,287
8,107
253,64
253,149
253,149
8,182
36,71
32,61
8,105
253,108
253,122
8,145
253,106
253,143
253,147
253,299
8,15
253,216
8,147
253,271
8,369
253,122
253,76
8,28
253,17
223,3
147,30
61,60
8,2
253,41
253,98
253,287
253,303
253,18
253,176
61,64
78,73
253,30
253,143
253,147
8,119
253,49
253,229
107,15
253,200
253,148
253,143
253,143
8,209
8,190
118,103
253,218
253,151
8,171
253,143
8,32
253,236
147,231
8,12
253,143
153,30
253,151
253,302
253,17
253,169
253,123
253,143
253,315
253,98
253,235
253,9
253,243
253,80
8,247
8,190
253,139
8,125
8,30
147,104
253,41
190,93
223,221
6,350
253,7
253,80
107,49
253,287
147,378
271,30
237,355
253,12
253,26
253,18
253,30
147,270
8,82
253,235
253,111
271,142
253,143
253,3
253,106
8,107
253,30
253,143
253,290
253,108
6,80
41,69
8,15
253,143
147,148
253,127
71,73
271,132
118,73
253,232
253,148
8,12
107,6
253,143
190,8
253,143
253,13
253,143
253,6
253,158
8,105
8,287
253,131
253,269
8,8
253,11
8,46
8,105
253,234
147,177
271,135
8,7
8,147
147,236
253,40
8,14
253,253
8,41
253,256
271,106
8,62
73,57
253,143
253,293
253,143
253,44
147,143
253,187
253,1
8,2
253,27
253,135
2,337
8,15
8,136
253,287
253,190
253,35
253,223
253,13
202,71
153,143
253,131
73,384
253,143
8,350
107,190
253,143
253,151
107,8
253,143
253,143
253,143
71,107
253,8
253,32
8,190
8,107
71,61
253,369
253,35
253,143
253,143
253,80
253,158
190,41
8,22
8,190
253,25
253,143
253,143
253,229
253,31
253,151
2,10
253,145
253,300
253,41
253,143
253,104
253,178
271,211
60,74
8,116
253,143
8,237
253,182
253,7
253,187
253,22
253,143
8,287
271,270
253,49
8,106
8,117
153,249
253,7
253,384
253,16
153,172
253,143
253,143
8,223
253,108
8,35
253,235
253,223
253,230
8,237
253,378
2,168
253,384
253,384
253,143
190,269
223,143
147,231
253,181
253,287
107,107
8,7
8,106
8,14
8,146
147,151
118,116
8,190
253,393
253,229
6,180
8,129
253,104
147,30
253,142
8,384
253,143
253,142
271,244
253,42
253,110
253,117
253,143
253,149
253,302
271,80
107,38
8,302
253,200
8,8
253,148
107,49
253,8
223,17
8,137
8,28
8,49
253,122
253,143
8,7
253,127
153,218
8,190
253,369
253,46
253,299
253,41
253,253
253,29
253,143
253,107
8,145
147,12
253,122
8,148
107,287
253,143
8,298
253,143
253,143
253,98
61,106
253,384
8,147
107,121
8,143
253,143
271,108
8,64
253,153
8,76
271,1
8,293
253,328
223,30
8,40
253,2
8,373
253,40
253,158
253,143
253,170
8,41
253,143
253,143
253,143
253,271
253,3
6,180
253,151
153,147
8,80
253,41
253,14
253,138
253,49
8,141
8,253
253,143
253,151
253,153
8,127
253,328
253,143
8,377
253,253
8,35
253,121
253,8
253,229
253,143
8,202
8,4
8,15
8,149
253,143
253,44
8,2
253,22
253,143
147,136
253,166
8,147
32,73
147,107
8,41
253,143
253,293
147,355
253,65
253,8
253,266
8,41
253,287
253,200
147,299
8,181
253,21
190,241
32,71
8,375
253,14
253,169
2,249
147,152
8,30
253,158
8,25
153,200
253,30
253,29
190,74
271,14
6,13
253,182
73,60
8,41
8,139
271,169
253,158
8,30
8,378
61,61
8,287
253,151
253,302
253,158
8,8
253,7
253,35
107,7
253,8
253,132
8,393
253,80
8,108
253,17
253,147
253,142
8,119
253,143
253,228
253,143
8,7
253,143
253,143
253,303
8,106
253,108
253,143
190,106
8,142
253,287
253,40
153,35
8,38
8,111
253,143
253,143
253,212
253,143
147,135
8,30
253,241
41,287
8,31
253,202
253,13
253,143
253,91
253,143
253,299
253,294
253,143
147,249
237,362
253,154
253,14
8,193
253,143
253,142
253,151
8,8
8,384
36,118
147,253
253,232
8,38
8,41
253,143
253,12
253,210
190,8
8,190
8,107
8,287
253,182
253,143
147,147
61,118
253,169
253,143
253,110
253,108
253,49
190,223
8,384
8,112
253,80
190,91
8,62
8,8
8,107
253,200
253,143
253,143
8,38
73,62
153,163
253,143
253,192
253,212
253,148
253,152
253,390
253,14
147,22
253,143
253,153
253,149
253,142
8,56
8,62
253,30
253,200
271,180
153,30
253,8
253,169
8,80
253,143
8,145
253,35
253,143
253,295
253,151
253,275
75,60
253,200
8,36
253,112
253,299
253,143
253,143
253,143
253,140
253,148
253,303
253,142
253,219
8,190
253,272
253,6
253,143
253,143
253,143
253,170
253,30
8,182
253,14
253,8
253,151
253,32
253,244
153,30
253,143
253,143
253,148
253,143
8,14
253,143
253,143
8,119
253,241
253,30
253,290
253,16
253,223
253,132
8,147
8,7
8,278
253,143
253,250
253,143
8,22
253,161
253,81
253,132
253,143
253,103
78,74
107,107
253,158
253,210
253,303
8,237
147,22
253,143
253,143
253,143
8,60
253,148
253,41
153,147
153,362
253,98
253,233
8,26
253,30
8,41
8,129
253,299
153,41
202,73
253,171
271,107
74,60
253,237
271,299
190,129
8,98
153,143
253,158
75,70
253,143
8,271
107,118
107,2
253,234
73,56
253,143
73,103
253,18
253,14
253,180
253,229
253,143
223,232
8,29
253,287
253,143
253,303
8,60
190,190
253,143
253,187
108,131
253,30
253,143
253,132
253,175
8,3
253,143
147,131
253,186
147,7
253,158
253,202
8,127
8,46
253,163
147,214
253,7
8,41
8,30
8,373
253,3
8,129
253,260
253,142
8,163
8,107
253,104
60,73
253,143
41,56
253,272
8,8
253,223
118,8
8,241
253,41
253,143
8,373
253,8
6,200
190,107
253,158
253,235
253,202
153,337
253,154
253,158
253,143
8,83
223,271
153,177
8,137
253,154
71,61
147,301
8,202
253,158
61,56
8,127
8,110
253,147
253,151
190,56
271,8
253,80
8,163
253,271
8,15
190,275
8,107
253,14
107,2
147,196
253,143
8,104
253,143
6,98
253,143
8,151
8,62
153,207
8,3
253,158
253,143
253,223
253,152
223,393
153,158
253,373
8,61
73,129
190,83
253,29
253,338
253,143
253,13
253,296
253,302
8,7
253,85
253,143
147,149
8,108
8,8
253,130
253,269
253,295
190,74
253,151
153,175
253,80
153,362
253,182
223,214
8,226
253,210
8,147
8,287
8,152
253,40
190,292
147,127
253,143
253,151
223,143
11,70
8,393
253,139
253,233
253,8
253,128
8,14
8,125
253,135
8,224
253,143
253,315
253,196
253,216
271,31
253,338
271,328
253,143
253,143
147,131
253,195
253,221
253,31
8,190
253,154
71,73
253,211
253,143
253,40
253,102
253,196
8,223
253,299
147,177
8,182
147,210
8,8
8,125
190,41
190,107
253,14
253,49
8,242
8,243
253,214
253,158
253,200
147,130
253,143
8,360
253,310
253,154
61,70
253,147
253,30
253,143
147,383
8,8
74,61
253,151
253,136
8,38
253,171
253,8
253,384
253,269
8,223
147,121
8,147
8,232
253,143
190,38
253,143
8,129
8,284
8,231
8,8
8,235
8,373
253,232
41,190
8,30
223,132
8,148
190,190
253,269
253,44
8,2
8,128
147,158
190,73
253,143
253,143
253,182
253,8
253,143
253,225
253,30
253,143
253,143
8,127
253,158
8,41
253,94
253,16
253,12
253,162
253,384
271,299
147,200
253,8
8,285
253,171
153,232
253,143
253,253
253,182
253,26
253,149
8,45
253,180
253,147
8,118
8,231
253,30
223,30
8,44
253,396
6,378
8,12
253,384
253,41
253,41
253,223
253,153
253,143
8,41
253,93
253,147
8,190
8,182
253,143
253,143
253,8
253,47
6,365
8,107
253,235
8,276
253,147
153,177
60,74
253,233
8,42
253,143
147,3
8,19
253,4
253,143
8,266
253,12
73,105
253,8
253,143
32,118
253,143
253,8
253,299
147,148
253,12
253,303
8,152
253,131
253,14
253,151
223,253
253,143
253,151
61,114
253,12
8,30
253,143
253,41
253,8
253,143
253,142
253,42
253,30
8,7
271,300
8,41
107,8
190,371
8,223
61,74
253,108
253,299
223,108
8,7
8,18
271,266
253,122
253,143
107,46
253,7
253,110
253,143
253,218
253,22
253,311
253,130
8,2
253,249
253,106
253,215
253,143
8,223
253,147
253,328
253,239
190,127
107,41
253,143
253,6
253,105
8,269
253,177
8,8
253,143
253,143
8,8
8,40
253,143
153,171
253,41
190,390
253,22
8,118
253,196
253,108
8,64
8,117
253,163
253,34
253,132
8,182
253,299
253,143
190,62
8,190
223,200
190,117
8,8
253,180
271,190
253,293
253,253
107,22
253,30
8,8
147,362
8,299
253,143
8,35
153,151
253,122
36,73
253,41
253,12
8,30
253,143
8,223
147,123
8,108
253,31
253,182
153,235
8,38
253,220
253,143
253,158
253,168
253,182
253,18
8,180
8,16
253,214
36,53
253,12
271,143
253,182
8,45
147,209
271,218
61,128
253,152
8,190
253,143
223,13
253,7
8,7
253,302
253,31
8,2
271,135
8,12
253,143
253,223
8,328
253,186
253,143
253,143
253,226
253,209
8,223
253,2
253,151
253,22
271,153
253,2
253,143
8,19
253,151
253,223
8,383
253,143
253,31
253,231
223,49
107,190
253,223
8,128
253,232
6,177
147,117
253,163
253,120
253,237
8,41
107,103
8,112
253,143
147,104
223,365
190,60
253,31
253,104
253,107
190,128
253,143
8,253
147,342
253,299
253,7
147,143
8,276
253,132
253,214
253,140
253,12
8,139
253,143
253,40
8,143
253,9
8,127
253,7
253,161
253,151
271,210
8,196
253,373
253,243
253,44
253,143
253,143
107,74
223,361
253,210
253,143
253,143
8,121
253,226
8,275
73,61
8,41
253,383
253,182
253,127
190,41
253,143
223,122
253,143
253,158
253,130
253,40
253,272
253,56
107,35
271,362
2,365
253,7
253,223
8,211
8,41
8,384
253,158
153,41
253,13
8,275
253,131
61,55
253,41
36,73
253,25
8,230
253,13
253,127
253,143
61,175
253,152
253,143
108,365
253,196
253,328
253,152
8,223
253,143
8,11
253,143
253,161
253,143
253,143
253,6
253,143
271,133
71,61
253,30
253,293
8,221
253,40
253,124
253,136
253,121
253,143
253,31
271,355
253,299
253,143
253,143
253,223
253,145
253,151
253,210
153,226
253,98
253,147
8,29
147,166
8,231
147,391
253,107
8,230
147,271
8,262
253,230
253,299
8,368
253,384
253,151
8,133
8,45
8,382
253,30
253,7
253,143
107,62
271,80
8,10
253,151
71,73
253,145
8,60
61,116
8,8
253,143
147,350
8,232
8,224
253,226
253,111
253,12
8,299
253,2
253,182
8,223
8,368
153,211
32,61
6,235
253,328
190,30
253,383
253,117
253,21
253,192
253,143
253,10
253,384
253,143
253,3
8,141
253,128
147,80
253,143
36,61
253,182
8,171
8,82
253,143
253,143
237,362
253,143
253,143
253,143
71,73
253,178
147,22
61,107
253,98
8,224
253,143
253,148
8,32
253,133
271,212
8,105
153,235
